Company name,Amount (millions),Date,Industry,City,State,Lead Investor,Company description,Round Type
Sound Agriculture,22,5/19/2020,Business Products and Services,Emeryville,California,Cavallo Ventures - Cultivian Sandbox - Fall Line Capital - S2g Ventures (seed 2 Growth) - Syngenta Ventures ,"Sound Agriculture uses the power of science to design reliable and effective
tools that increase production, improve food quality and reduce food waste.",
Amplyx,53,5/19/2020,Biotechnology,San Diego,California,3×5 Partners - Adage Capital Management - Arix Bioscience - Biomed Ventures - Lundbeckfonden Ventures - New Enterprise Associates - Pappas Capital - Pfizer - Rivervest Venture Partners Llc - Sofinnova Investments ,"Amplyx Pharmaceuticals is developing innovative therapies for patients with compromised immune systems, including cancer and transplant patients, and the critically ill. ",
Duolingo,10,5/19/2020,Software,Pittsburgh,Pennsylvania,General Atlantic Llc ,Duolingo is a free language learning service.,education
Owkin,33.105,5/20/2020,Software,New York City,New York,Bpifrance - Cathay Innovation - Eight Roads Ventures - F-prime Capital - Gv (ex-google Ventures) - Macsf (mutuelle D’assurances Du Corps De Santé Français) ,"OWKIN builds mathematical models and algorithms that can interpret omics, visual data, biostatistics and patient profiles like never before. Artificial Intelligence powered by systems biology organizes, validates, predicts and compares the overabundance of information available to research and medical teams today.",
Chromacode Inc,10,5/20/2020,Biotechnology,Carlsbad,California,Adjuvant Capital - Domain Associates - Moore Venture Partners - New Enterprise Associates (nea) - Northpond Ventures - Okapi Ventures - Windham Ventures ,"ChromaCode is a molecular diagnostics company with a bioinformatics focus and pedigree from Illumina, Google[x], Luminex, and Caltech.  We leverage patented mathematical methods and algorithmic enhancements to enrich signal processing from the most popular life science instrumentation. ",
Command E,4.3,5/20/2020,Software,San Francisco,California,Abstract Ventures - Amplify Partners - Bain Capital Ventures Llc - Craft Ventures - Upside Partnership ,"Command E builds productivity software. Its desktop application provides search and navigation across Google Drive, Slack, Salesforce, Gmail, Dropbox, LinkedIn, and 20+ other work tools it integrates with.",
Adinmo,0.5,5/20/2020,Software,New York City,New York,Techstart Ventures ,AdInMo is a mobile in-game native brand engagement platform,
Rapid Micro Biosystems Inc,120,5/20/2020,Biotechnology,Bedford,Massachusetts,Ally Bridge Group - Asahi Kasei Medical - Bain Capital Life Sciences - Endeavour Vision Sa - Longitude Capital - Xeraya Capital ,"Rapid Micro Biosystems delivers the Growth Direct™ System, an automated, non-destructive, rapid detection and enumeration technology based on the compendial method for microbial quality control in pharmaceutical manufacturing. The system automates and accelerates detection and enumeration in the areas of sterility testing, environmental monitoring, and bioburden testing, eliminating manual steps and analysis",biotech
Viacyte,27,5/27/2020,Biotechnology,San Diego,California,Bain Capital Life Sciences - Ra Capital Management - Sanderling Ventures - TPG Capital ,"ViaCyte is a preclinical therapeutic company focused on diabetes.  Our therapy is based on the differentiation of stem cells into pancreatic beta cell precursors, with subcutaneous implantation in an encapsulation device.  Data in our publications demonstrates that these cells can produce therapeutically relevant levels of insulin in response to blood glucose, and sustain diabetic animals.  Our goal is a product which can free both Type 1 and Type 2 patients with diabetes from insulin dependence on a long-term basis, while reducing or eliminating hypoglycemic, microvasculature, and weight-related cardiovascular complications. Our work to date has been based on human ES (embryonic stem) cell lines of our own development.  This has allowed us to do the research that underlies our publications and patents.  As iPS (induced pluripotent stem) cell technology advances, we anticipate that it will replace ES cells.  Thus we have established collaborations with leading iPS research groups and have increasing experience and IP based on application of our differentiation technology to this alternate starting material. ViaCyte was the first company to develop human ES cell lines under GMP conditions.  As we move into definitive preclinical studies, in preparation for submission of an IND, we are also migrating our differentiation technology and encapsulation device to GMP / QSR compliance. ViaCyte is a private, venture-capital backed company.  We have also received important support from the California Institute for Regenerative Medicine (CIRM) and the Juvenile Diabetes Research Foundation (JDRF). The business opportunity for ViaCyte is substantial.  Revenue worldwide from diabetes therapeutics totaled over $35 billion in 2010, up over 100% from 2003.  ViaCyte believes that its products, if successfully developed and approved by regulatory agencies, could take significant share in this rapidly growing market. ViaCyte, Inc. is headquartered in San Diego, California with additional operations in Athens, Georgia. The company was founded in 1999 as Novocell, Inc, merged with CyThera and Bresagen in 2004, and changed its name to ViaCyte in 2010. ",biotechnology
Teamsnap Inc,5.5,5/27/2020,Software,Boulder,Colorado,Bolt Ventures - Foundry Group ,"Since 2007, TeamSnap has been passionately dedicated to taking the hassle out of managing, coaching or organizing team sports and groups. Our mission is simple: to build great software that any hockey mom, football dad or weekend warrior can pick up and use immediately. There's no learning curve. It just makes sense. After a lengthy beta period, where we listened to thousands of user suggestions, TeamSnap officially launched as a commercial product in 2009. Since then, we've continued to grow, innovate and add new features based on feedback from our loyal customers. In 2010 we completed a private angel funding round, giving us the resources (fancy business code for ""cash"") to grow even faster. TeamSnap is a small company with a big vision. We believe strongly in the power of community, athletics and teamwork, and we want every one of our customers to spend less time organizing and more time playing! ",mobile
Re2 Robotics,2.5,5/27/2020,Software,Pittsburgh,Pennsylvania,,"RE2 Robotics is a leading developer of mobile manipulation systems. Our company is committed to creating interoperable manipulation systems with human-like performance, intuitive robot interfaces and advanced autonomy software.",
Zoom Telephonics,3.4,5/27/2020,Software,Boston,Massachusetts,,"Zoom Telephonics, Inc. designs, produces, markets, and supports Motorola brand cable modems, routers, and other Internet-connected devices under an exclusive worldwide license from Motorola. ",
Wasabi Technologies,30,5/29/2020,Software,Boston,Massachusetts,Forestay Capital ,Wasabi's Hot Cloud Storage isn't just for enterprise IT professionals to use via an API. Wasabi for Mac & Windows now brings simple drag-n-drop cloud storage to your desktop.,
Stringr,5.75,5/29/2020,Software,New York City,New York,Advection Growth Capital - G5 Capital - Thomson Reuters Ventures ,STRINGR operates an online marketplace that enables media content contributors to upload and submit digital content.,
Orbita,9,5/29/2020,Software,Boston,Massachusetts,Cultivation Capital - Healthx Ventures - Newark Venture Partners - Philips Health Technology Ventures ,"Orbita powers virtual health assistants that help healthcare and life science organizations engage patients, improve outcomes, and reduce costs.",
Fortmatic,4,5/29/2020,Software,San Francisco,California,,"Magic lets you build apps with blazing-fast, customizable, passwordless login - with future-proof crypto and identity tech under the hood.",
Higi,30,5/29/2020,Healthcare services,Chicago,Illinois,7wire Ventures - Babylon Health - Flare Capital Partners - Jumpstart Capital ,"Higi began with a simple idea: being healthy should be simple, fun and rewarding. By making the process convenient and automated, we want to provide the most frictionless method for you to play an active role in your personal health and wellness. ",
Tia Health,24.275,5/29/2020,Software,San Francisco,California,,Tia Health provides a platform that offers employers the opportunity to increase their employee benefits through virtual care. The system allows employees to schedule in-office appointments and access virtual care through its app.,
Marqeta Inc,150,5/29/2020,Business Products and Services,Emeryville,California,Ftpartners ,"Founded in 2010, Marqeta is an online-to-offline commerce and payments platform that empowers large enterprises to better serve their constituents by participating in the payments stream, enables merchants to capture repeat business and greater customer spend, and gives consumers more money for the things they buy everyday. The company is headquartered in Emeryville, Calif.",
Rudder Stack,5,5/29/2020,Software,San Francisco,California,S28 Capital ,"Customer Data is the most important data. However, complex data plumbing and and innumerable integrations have made data management incredibly painful.",
Arterys Inc,28,5/29/2020,Software,San Francisco,California,Benslie Investment Group - Emergent Medical Partners - Fosun - Revelation Partners - Temasek Holdings Ltd - Varian Medical Systems Inc ,Our mission is to radically transform the world of medical imaging via high performance cloud computation for the benefit of both patients and clinicians by creating an automated and intelligent diagnostic platform. ,
Cabana,3.5,5/29/2020,Media and entertainment,Seattle,Washington,Craft Ventures - Goldcrest Capital Lp - Travis Vanderzanden ,"Cabana has built out a fleet of upscale custom-made mobile hotel rooms, using 2019 Ford Transit vans.",
Bright.md Inc,16.7,5/29/2020,Healthcare services,Portland,Oregon,Aha Innovation Development Fund - Concord Health Partners - Health Technology Ventures - Unitypoint Health Ventures ,"Bright.md is the leading healthcare automation company, modernizing direct-to-patient telehealth for healthcare systems with its AI-powered, asynchronous virtual-care platform, SmartExam.

",
Benchling,50,5/29/2020,Software,San Francisco,California,Alkeon - Iconiq Capital - Lux Capital - Spark Capital ,"Benchling has launched its new platform which aims to accelerate R&D by tracking experiment details, facilitating collaboration, and streamlining data analysis.",biotechnology
Magic Labs Inc (fortmatic),4,5/31/2020,Software,San Francisco,California,Lightspeed Ventures - Placeholder Ventures - SV Angel - Social Capital ,"Fortmatic, a company that aims to improve the user experience, or UX, (which can be poor with digital asset wallets) by allowing users to access their Ethereum (ETH) funds from their app",
Caraway,5.3,5/30/2020,Consumer Products and Services,New York City,California,Bridge Investments - Companyfirst - Five Four Ventures - G9 Ventures - Republic Labs - Springdale Ventures - Super Angel Syndicate - Wesray Social - Wti ,Caraway offers a non-toxic and non-stick cookware product and a wide assortment of kitchen and home goods.,
Cognosos,4.5,6/1/2020,Software,Atlanta,Georgia,Cox Enterprises ,"Cognosos is a leader in comprehensive asset tracking and intelligence, enabling companies that span multiple verticals to gain visibility into valuable equipment, inventory and other important resources and take informed actions that improve financial, operational and logistical performance.",
Pie Insurance,127,6/1/2020,Finance,Washington Dc,Washington,Aspect Ventures - Elefund - Greycroft - Sirius International Insurance Group - Svb Capital ,Pie Insurance offers a completely new workers'? compensation insurance experience for small business owners. We leverage hard-core data analytics to make the process easy and more affordable. Pie brings transparency and clarity to small businesses nationwide with its Cost Calculator tool.,
Brex,150,6/1/2020,Finance,San Francisco,California,Dst Global - Lone Pine Capital ,"Brex is rebuilding B2B financial products, starting with a corporate credit card for technology companies.",
Cube Wealth,0.5,6/1/2020,Finance,New York City,New York,Asuka Holding - Beenext ,"CUBE is a markets/financial content creator. We release daily markets news through various platforms on social media and through our newsletter, research reports, investment guides, and podcasts. We have grown our follower base well into the tens of thousands cumulatively and we continue to focus our efforts on making investing and everything finance-related easy-to-understand and enjoyable.",
Oloid Ai,5,6/2/2020,Software,Sunnyvale,California,Emergent Ventures - Unusual Ventures ,Oloid is an AI company committed to providing secure and privacy-forward authentication across the entire day-of-the-life of deskless workers.,
Rise Gardens,2.6,6/2/2020,Software,Chicago,Illinois,True Ventures ,"Rise Gardens provides a smart indoor hydroponic gardening system with modular components to facilitate growing a wide variety of herbs, greens, veggies, vining plants, micro greens and favorites such as tomatoes and peppers.",
Biobot Analytics,4.2,6/2/2020,Biotechnology,Somerville,Massachusetts,Amfam Institute Impact Fund - Blindspot Ventures - Data Collective Dcvc - The Engine - Y Combinator ,Biobot Analytics is a wastewater epidemiology company that is transforming wastewater infrastructure into public health observatories,
Ezra Ai Inc,18,6/2/2020,Software,New York City,New York,Accomplice - Credo Ventures - Firstmark Capital Llc - Founders Future - Ldv Capital - Seedcamp ,"The Ezra Scan service uses FDA-cleared imaging equipment and clinically-appropriate scanning protocols. Ezra’s software product lines are currently under research & development, and therefore not available for use.",
Fernish,15,6/1/2020,Computers and Peripherals,Los Angeles,California,Khosla Ventures - Ret Ventures - Techstars Ventures ,"Furniture you need, from brands you love, on subscription terms you want.",
Neou,5,6/2/2020,Media and entertainment,New York City,New York,Ares Management Llc ,"NEOU,is a New York-based live streaming and on-demand platform for trainers",
Ritual,22,6/2/2020,Software,Toronto,Ontario,Biotech Insight Ventures - Georgian Partners - Greylock Partners - Mistral Venture Partners ,"Ritual is a new kind of health brand. We believe in simplicity, traceability, and ingredients that work best in the body.",
Element5,2.5,6/2/2020,Software,San Jose,California,,"Element5 is your next step towards intelligent process automation. Founded by experts with decades’ worth of experience in the healthcare, insurance & manufacturing verticals, we are your best bet. ",
Argo Ai,2600,6/2/2020,Software,Pittsburgh,Pennsylvania,Volkswagen Ag ,Argo AI is building self-driving technology to improve the way the world moves.,
Spring Inc,2.78082,6/3/2020,Retailing and distribution,New York City,New York,Aglaé Ventures - Eutopia - Ventech ,Spring IO brings together the Spring family of projects into a cohesive and versioned foundational platform for modern applications. On top of this foundation it also provides domain-specific execution environments for a variety of enterprise workloads. ,internet
Lili,10,6/4/2020,Software,New York City,New York,Altair Capital - Foundation Capital - Group 11 - Primary Venture Partners - Torch Capital ,"Lili is building mobile banking designed for freelancers. 
The Lili checking account and mobile experience are created to help balance work & life with real time expense management and tax savings.",
Lili,10,6/4/2020,Software,New York City,New York,Altair Capital - Foundation Capital - Group 11 - Primary Venture Partners - Torch Capital ,"Lili is building mobile banking designed for freelancers. 
The Lili checking account and mobile experience are created to help balance work & life with real time expense management and tax savings.",
Bigfoot Biomedical Inc,55,6/4/2020,Medical devices and equipment,Milpitas,California,Quadrant Capital Advisors - Senvest Capital - Smile Group ,"Bigfoot Biomedical was founded by those with a personal connection to Type 1 Diabetes and is committed to a service-oriented approach to leveraging data, people, and smart technology in a connected ecosystem intended to deliver improved outcomes valued by people with insulin-dependent diabetes, health care providers, and payers.",
Anvil Foundry Inc,5,6/3/2020,Software,San Francisco,California,Gradient Ventures ,Anvil is a San Francisco startup that’s aiming to transform how businesses collaborate around the humble PDF. Anvil’s automation platform levels up Google Forms and allows customers to digitize tiresome PDFs through dynamic forms that unify processes customers might have typically needed to use several pieces of software to access previously.,
Betterview,7.5,6/3/2020,Business Products and Services,San Francisco,California,Chestnut Street Ventures - Compound - Emc Insurance Companies - Guidewire Software Inc - Maidenre - Manchesterstory - Nationwide - Winklevoss Capital ,BetterView provides high quality aerial imagery of building exteriors and roofs so you can affordably identify problems and easily fix them.,
Pairin Inc,2.1,6/3/2020,Software,Denver,Colorado,Independent Spectrum Llc - Jfflabs - New Markets Venture Partners - New U Venture Partners - Village Capital - Zoma Foundation ,"PAIRIN uses friendly science to personalize career exploration, hiring, and professional development. We believe every person has intrinsic, often untapped value.",consulting
Pliant Therapeutics,144,6/4/2020,Biotechnology,San Francisco,California,,"Pliant Therapeutics is focused on discovering, developing and commercializing breakthrough treatments for fibrotic diseases.",
Riskiq Inc,15,6/4/2020,Software,San Francisco,California,National Grid Partners (ngp) ,"RiskIQ offers a hosted, software-as-a-service (SAAS) product delivering risk intelligence and automated enforcement. We offer turnkey solutions as well as customized programs. Schedule a demo with us to see how our crawler, detection logic, and solutions are configurable to meet your business objectives. ",reputation
Fantasy Invest,0.06621,6/5/2020,Software,Walnut,California,Angel Band ,Fantasy Invest allows future investors to participate in the market in a new way. The app uses real-world market data and feeds it into an enjoyable game. ,
Routinify,1.5,6/4/2020,Medical devices and equipment,Denver,Colorado,Resolute Capital Partners ,"Routinify provides comprehensive care for seniors and those with in-home or remote care needs through their WellAssist program. The program collects real-time data from wearable and medical devices, as well as in-home sensors and the patient’s own interaction with the at-home devices.",
Cullinan Oncology,98.5,6/4/2020,Biotechnology,Cambridge,Massachusetts,,Cullinan Oncology is a developer of an externally sourced cancer therapeutics intended to end a drug program quickly if the early research.,
Ethena,2,6/5/2020,Software,New York City,New York,,"Ethena provides sexual harassment training teams don't hate. Compared to cringe-worthy, ineffective videos, Ethena’s evidence-based approach delivers personalized content in frequent, digestible doses via email and Slack nudges.",
Everest Medicines,310,6/5/2020,Medical devices and equipment,New York City,New York,Cbc Group - Cormorant - Decheng Capital - Gt Fund - Hbm Healthcare Investments - Hillhouse Capital - Janchor Partners - Janus Henderson Investors - Octagon Investments - Pavilion Capital - Ra Capital Management - Rock Springs Capital ,Everest Medicines is dedicated to its mission of developing and commercializing novel transformative pharmaceutical therapies for patients in mainland China and other Asian territories.,
Cloud9 Technologies,17.5,6/5/2020,Software,New York City,New York,Barclays - J.p Morgan - Ubs ,Cloud9 brings the ease of communicating and connecting via consumer-based apps to the enterprise so traders and trading teams can talk to counterparties instantly. The enterprise-ready application uses the cloud and WebRTC to eliminate proprietary hardware and expensive private lines. ,
Athira Pharma,85,6/7/2020,Biotechnology,Seattle,Washington,Franklin Templeton - Highside Capital Management - Lifesci Venture Partners - Logos Capital - Perceptive Advisors Llc - Rock Springs Capital - Rtw Investments - Surveyor Capital (a Citadel Company) - Venrock Healthcare Capital Partners - Viking Global Investors ,"Athira Pharma is a drug development company striving to improve human health by advancing new therapies for neurodegenerative diseases like Alzheimer’s and Parkinson’s. Our innovative approach is focused on turning brain degeneration into regeneration, achieved by re-establishing lost connections and restoring lost function.",
Powerlytics Inc,4,6/8/2020,Software,Doylestown,Pennsylvania,Brewer Lane Ventures - Brewer Lane Ventures! ,"Powerlytics’ market intelligence platform provides the most comprehensive, accurate and granular consumer and business financial data available. Underpinned by the financial statements of 27 million business and 144 million households, Powerlytics' platform and products allow for unprecedented insights to understand risk, identify market opportunities and conduct predicative analytics, analysis and research with a degree of precession that turns insights into action.
",information services
Histosonics Inc,40,6/8/2020,Biotechnology,Fowlerville,Michigan,Johnson & Johnson Innovation – Jjdc Inc (jjdc) - Lumira Ventures - Varian Medical Systems Inc - Venture Investors Llc - Yonjin Venture ,"HistoSonics, Inc. was created to advance the development of histotripsy, a revolutionary science discovered and developed by leading scientists at the University of Michigan to provide improved therapies for patients.",biotechnology
G-tech,6.7,6/8/2020,Software,Mountain View,California,,"G-Tech is developing a wearable medical technology that will be used to measure gastrointestinal (GI) motility. The G-Tech system will consist of wireless, wearable electrode patches that read electrical signals at the skin surface, a smartphone app that collects the raw data from the patches via Bluetooth LE and sends it to a cloud server, and data analysis algorithms that process and quantify the motor activity of the digestive organs.",
Stackin,12.6,6/8/2020,Consumer Products and Services,Los Angeles,California,Cherry Tree Investments - Dig Ventures - Experian Ventures - Mucker Capital Lp - Octopus Ventures Ltd - Techstars - Unlock Venture Partners - Wavemaker Partners ,"Stackin’ is the simplest entry point into finance with over one million subscribers and a mission to empower people to improve their financial lives via text message.

",
Wahed Inc,25,6/8/2020,Software,New York City,New York,Aramco Entrepreneurship Ventures - Beco Capital - Cueball - Dubai Cultiv8 - Rasameel Investment Company ,Wahed is the first automated Shari’ah complaint investment platform in the world.,
Clean Crop Technologies Inc,2.75,6/9/2020,IT services,Northampton,Massachusetts,Alchemy Fund - Factor[e] Ventures - Innova Memphis - Prime Impact Fund - Syndicate Fund ,Clean Crop Technologies provides High Voltage Atmospheric Cold Plasma (HVACP) technology for reduction of food waste and crop loss across the food space.,
Svt Robotics,3.5,6/9/2020,Software,Norfolk,Virginia,Cowboy Ventures - Dynamo Ventures - Ludlow Ventures - Nrv - Schematic Ventures ,The SVT Robotics platform empowers growing companies to adopt disruptive robotics technologies and adapt to a rapidly evolving marketplace more quickly and with lower risk through seamless interoperability.,
Dnanexus,100,6/9/2020,Software,Palo Alto,California,Northpond Ventures ,"DNAnexus provides cloud-based informatics solutions for analyzing, managing, and storing DNA sequencing data",biotechnology
Stirista,13,6/9/2020,Business Products and Services,San Antonio,Texas,Wavecrest Growth Partners ,"Strista is a digital marketing agency that specializes in target audience data, email services, and digital display advertising.",
Classtag,5,6/9/2020,Software,New York City,New York,,"Simple parent-teacher communication platform that just works, for everyone.",
Appfire,49,6/10/2020,Software,Boston,Massachusetts,Silversmith Capital Partners ,Appfire is an award-winning Platinum Top Vendor and has been a global authority in the Atlassian ecosystem for nearly 15 years.,
Nymbus Llc,12,6/10/2020,Software,Miami,Florida,Insight Partners - Vensure Enterprises Llc ,"NYMBUS, Inc. provides the most modern and advanced core processing platform built to date. The NYMBUS solution is a secure, cloud-based, full-stack product that includes all of the mission-critical functions financial institutions need to build their businesses.",
Nflection Therapeutics,20,6/9/2020,Biotechnology,Cambridge,Massachusetts,F-prime Capital - Venbio Partners ,"NFlection is a biopharmaceutical company focused on the development of novel therapies to address the needs of patients with neurofibromatosis type 1, immunosuppressant-mediated squamous cell carcinoma, and congenital birthmarks such as keratinocytic epidermal nevi and nevus sebaceous.",
Chargeback,6.6,6/9/2020,Software,Salt Lake City,Utah,Fintop Capital - Kickstart Fund - Next Coast Ventures - Next Frontier Capital ,"Founded in 2011, Chargeback is on a mission to disrupt the current status quo of manual labour and outsourced dispute management. Chargeback offers a SaaS solution for the real time management of disputes.",
Mpower Financing,9,6/9/2020,Finance,Washington Dc,Washington,1776 - 1994 Llc - Ai8 - Breega - Cometa - Fresco Capital - Goal Structured Solutions - Potencia Ventures - Zephyr-peacock ,MPOWER is an online lending platform that provides educational loans to students.,
Duck Creek Technologies Inc,230,6/10/2020,Software,Boston,Massachusetts,Rudnick Investment Management - Whale Rock Capital Management Llc ,"We give P&C insurers a genuine path to the future with advanced technology grounded in decades of industry expertise, responsive to the unique challenges of each carrier, and shaped by the day-to-day of human behavior. ",software
Edsights,2,6/10/2020,Software,New York City,New York,,EdSights helps universities retain their students.,
Lycia Therapeutics Inc,50,6/10/2020,Biotechnology,San Francisco,California,Versant Ventures ,"Lycia Therapeutics is a biotechnology company using its lysosomal targeting chimeras (LYTACs) platform to discover and develop first-in-class therapeutics that degrade extracellular and membrane-bound proteins that drive a range of difficult-to-treat diseases, including cancers and autoimmune conditions.",
M1 Holdings Inc,33,6/10/2020,Software,Chicago,Illinois,Clocktower Technology Ventures - Jump Capital - Left Lane Capital - M1 Investors ,"Founded in 2015, M1 is a FinTech company determined to reinvent personal finance. ",
Checkmate Pharmaceuticals,85,6/10/2020,Biotechnology,Cambridge,Massachusetts,Brightedge - Clough Capital Partners - Longitude Capital - Medixci - Novo Holdings - Omega Funds - Sectoral Asset Management ,Checkmate Pharmaceuticals is a clinical stage company pursuing a novel approach to specifically activating the innate and adaptive arms of the immune system to recognize and ultimately destroy tumor cells.,
Boom.tv,10,6/10/2020,Media and entertainment,Menlo Park,California,Bitkraft Esports Ventures - Boost Vc - Crest Capital - Crosscut Ventures - Everblue - First Round Capital - H Barton Asset Management Llc - Imaginationvc - Mtg Media Group - Ptw - Tandem Capital - Wti ,"Boom.tv provides an esports entertainment platform, which empowers a community of content creators, academic programs, and city leagues to organize and broadcast gaming competitions. ",
Ns8,123,6/10/2020,Software,Herndon,Virginia,Axa Venture Partners - Lightspeed Venture Partners ,"NS8 is an abuse, fraud, and user experience protection platform. We use behavioral analytics and real-time scoring to optimize and protect against threats.",
Canopy,2,6/10/2020,Software,Lehi,Utah,Elevate Ventures - High Alpha Capital - Iu Ventures - Service Provider Capital ,Canopy automates busywork and connects your entire tax practice so you can focus on what’s important.,
Journera,11.6,6/10/2020,Software,Illinois,Chicago,Andreessen Horowitz,"Journera is a technology company that provides a secure, real-time data exchange for creating more seamless travel journeys",
Flatfile,7.6,6/10/2020,Software,Denver,Colorado,,Flatfile (flatfile.io) was built to transform the data import experience from painful to productive.,
Domino Data Lab Inc,43,6/10/2020,Software,San Francisco,California,Dell Technologies Capital - Highland Capital Partners ,"Domino was founded by three veterans of the finance industry, to help leading organizations develop better medicines, grow more productive crops, build better cars, or simply recommend the best song to play next. Our mission is to help data scientists across industries develop and deploy ideas faster with collaborative, reusable, reproducible analysis.",
Transcend,25,6/10/2020,Software,San Francisco,California,Accel - Index Ventures ,Transcend is the data privacy infrastructure that makes it simple for companies to give users control over their personal data.,
Planck Resolution Ltd,16,6/10/2020,Software,New York City,New York,,"Planck Re is the leading commercial insurance data platform, built to enable insurers to instantly and accurately underwrite any business.",
Jsonar,50,6/10/2020,Software,Waltham,Massachusetts,Goldman Sachs ,"We’re a thriving, privately funded organization who serves customers across North America. Our team is made up of veterans in the database, security, cloud, and information technology industries.  ",
Lane,10,6/11/2020,Business Products and Services,Toronto,Ontario,Alate Partners - Panache Ventures - Round 13 Capital ,"Our mission is to bring a world class experiences to every office in the world. We solve the everyday pain points experienced by millions of landlords, property managers, companies, retailers, vendors with our modular technology that’s easy to customize.",
Wavevr Inc,30,6/11/2020,Software,Los Angeles,California,Avex Llc - Convivialite Ventures - Gc Tracker Fund - Gfr Fund - Griffin Gaming Partners - Maveron Llc - Ntt Docomo Ventures - RRE Ventures - Raised In Space - Superfly Ventures - The Venture Reality Fund - Upfront Ventures ,"TheWave? is a cross­-platform virtual reality experience that lets users create music in totally new ways, and perform live in a synesthetic virtual venue.",
Postman,150,6/11/2020,Software,San Francisco,California,Crv - Insight Partners - Nexus Venture Partners ,"Postman is a complete API development environment, used by nearly six million developers and more than 200,000 companies worldwide.",
Mycotechnology Inc,39,6/11/2020,Consumer Products and Services,Aurora,Colorado,Bunge Ventures Ltd - Cibus Investments Ltd - Continental Grain - Evolution Partners - Greenleaf Foods - Middleland Capital - Rich Products Ventures - S2g Ventures - Seventure Partners - Spc - Tyson Ventures ,"MycoTechnology, Inc. engages in fermenting agricultural products with strains of gourmet fungi. The company offers myceliated robusta and arabica coffee beans. It develops and licenses a technology to the industry to naturally improve the flavor of robusta and arabica coffee. The company was incorporated in 2013

",null
Verve Therapeutics,63,6/11/2020,Biotechnology,Cambridge,Massachusetts,ARCH Venture Partners - Biomatics Capital - Casdin Capital - F-prime Capital - Gv (formerly Google Ventures) - Wellington Management ,Verve Therapeutics is a biotechnology company created with a singular focus: to protect the world from heart disease.,
Alpha Health,20,6/11/2020,Software,San Francisco,California,Andreessen Horowitz Llc - Costanoa Ventures ,At Alpha Health we believe every dollar spent on healthcare matters because healthcare matters to everyone. We’re on a mission to remedy the financial complexity crippling healthcare in America.,
Ethyca,13.5,6/11/2020,Software,New York City,New York,Abstract Ventures - Ia Ventures Llc - Scifi Vc ,Our mission is to increase trust in data-driven businesses. We provide infrastructure & tools that automate user data privacy management.,
Wibotic Inc,5.7,6/11/2020,Software,Seattle,Washington,,"WiBotic provides the most reliable wireless power and battery intelligence solutions to charge your aerial, mobile and aquatic robot systems.",
Wellsheet,3.8,6/11/2020,Software,New York City,New York,Bioadvance - Newark Venture Partners - Springtide Investments ,WellSheet creates a better care experience by complementing the physician's intellectual process at the point of care with analytics to optimize clinical workflow.,
Accellix,9.5,6/11/2020,Biotechnology,San Jose,California,Biomerieux ,Accellix aims to enable cell and gene therapy companies to meet their key product QC requirements by providing fast and actionable multi-parameter results using the Accellix instrument and a room temperature stable cartridge.,
Zeitworks Technologies Inc,4.5,6/11/2020,Software,Seattle,Washington,Jazz Venture Partners - Madrona Venture Group ,"Zeitworks is a fast-growing, venture-backed startup on a mission to maximize human potential at work by democratizing process improvement and making work more rewarding for employees.",
Playable Worlds,10,6/12/2020,Media and entertainment,San Marcos,California,Galaxy Interactive ,We build online worlds where all sorts of players can find a home.,
Conversa Health,12,6/11/2020,Healthcare services,Portland,Oregon,Builders Vc - Northwell Ventures ,Conversa Health was founded in 2013 by a team of technologists and healthcare professionals who are passionate about transforming the health care conversation through personalized patient engagement services. ,health care
Headlight,25.6,6/12/2020,Industrial and energy,Seattle,Washington,Viking Global Investors ,"HeadLight allows customers to capture, interpret and act on data in the field, saving them time and money through more accurate photo-based inspections.",
Hairbrella,0.5,6/12/2020,Consumer Products and Services,Atlanta,Georgia,Collab Capital - Jewel Burks Solomon ,HAIRBRELLA is a rainwear company that provides new and innovative rain hats that protect women's hair from rain and humidity without sweating it out.,
Televet,5,6/12/2020,Software,Austin,Texas,Atento Capital - Dundee Venture Capital - Gan - Mercury Fund - Urban Capital Network ,TeleVet provides an integrated mobile app extension to existing veterinarian practice management systems.,
Aerialsphere,5,6/12/2020,Software,Phoenix,Arizona,Jokake Companies ,"AerialSphere is re-inventing the way people interact with maps through its unprecedented 360-degree immersive experience to help companies engage, drive revenue, inform and entertain.",
Glysens,15,6/12/2020,Medical devices and equipment,San Diego,California,Mcnair Interests - The Sarofim Group ,"GlySens Incorporated is a privately held corporation devoted to developing the world’s first truly long term continuous glucose monitoring system. Our goal: to enable easy, unobtrusive, worry-free diabetes control that empowers users by providing the information they need to optimize care, while freeing them to live life on their own terms.",health and wellness
Ocient,15,6/12/2020,Software,Chicago,Illinois,In-q-tel Inc - Oca Ventures ,"Ocient builds a relational database and analytics software platform for petabyte- to exabyte-scale data sets, which enables organizations to analyze immense amounts of data.",
Haus,15.75,6/12/2020,Retailing and distribution,San Francisco,California,Assurant Growth Investing - Bluerun Ventures - Correlation Ventures - Expa - H.barton Asset Management - Leap Global Partners - Montage Ventures - Rit Capital ,"Pay less, live more. Fair and flexible ownership, designed to fit your lifestyle.",
Localised,6.5,6/15/2020,Software,New York City,New York,Bgf ,"ocalised builds, designs, hosts, operates, markets and optimizes localised ecommerce experiences for brands in foreign markets.",
