Company name,Amount (millions),Date,Industry,City,State,Lead Investor,Company description,Round Type
Verana Health,100,3/2/2020,Software,San Francisco,California,GV,Verana Health is a technology company assembling the largest clinical databases in medicine to empower physicians and accelerate research for patients.,D
Karius,165,2/29/2020,Biotechnology,Redwood City,California,SoftBank,"Karius sees a world where infectious disease is no longer a major threat to human health.  To achieve this, the Karius Test enables mapping of the patient’s microbial landscape from a single blood sample to enable physicians to make rapid treatment decisions. ",B
Neighbor,10,2/29/2020,Software,Lehi,Utah,Andressen Horowitz,Neighbor is the Airbnb of Storage. Our online community connects hosts with unused space in or around their home to renters in need of storage.,A
Waymo,2250,3/3/2020,Software,Mountain View,California,Fidelity Management and Research Company,Waymo’s mission is to make it safe and easy for people and things to get where they’re going. The Waymo Driver can improve the world's access to mobility while saving thousands of lives now lost to traffic crashes.,Venture Round
PredaSAR,25,3/2/2020,Software,Boca Raton,Florida,Rokk3r Fuel ,"Founded in 2019 and headquartered in Boca Raton, Florida, PredaSAR Corporation is an emerging nanosatellite data provider building, and ultimately operating, the world's largest and most advanced, commercial Synthetic Aperture Radar (SAR) satellite constellation.",Seed
Agragene,1.2,3/2/2020,Biotechnology,San Diego,California,Ospraie Ag Sciences,"Agragene is advancing Precision-Guided Sterile Insect Technology (pgSIT), an eco-friendly CRISPR-based approach to engineer sterile male crop pests that mate with wild female crop pests.",Seed
Pipe,6,3/2/2020,Software,Los Angeles,California,Craft Ventures,"Pipe gives SaaS companies control over their cash flow and access to the full annual value of their subscriptions, upfront.",Seed
Greenzie,0.75,3/4/2020,Software,Atlanta,Georgia,TechSquare Labs,Greenzie’s mission is to free humans from repetitive outdoor labor.,Seed
C16 Biosciences,20,3/3/2020,Biotechnology,New York City,New York,Breakthrough Energy Ventures,C16 Biosciences uses innovative processes found in nature to brew sustainable alternatives to palm oil.,A
OpsCompass,6.78,3/3/2020,Software,Omaha,Nebraska,Elsewhere Partners,"OpsCompass serves as a cloud operations guide to modern enterprises that seek to preserve the advantages of the cloud without sacrificing compliance, security, or their ability to manage costs.",A
Element Science,145.6,3/3/2020,Medical devices and equipment,San Francisco,California,Deerfield,Element Science is a San-Francisco based medical device and digital health start-up that develops lifesaving wearable solutions designed to deliver an outstanding experience.,C
Brooklinen,50,3/3/2020,Industrial and energy,New York City,New York,Summit Partners ,Brooklinen is a manufacturer and supplier of sheets and pillows.,B
Quibi,750,3/4/2020,Media and entertainment,Los Angeles,California,Pegasus Tech Ventures,Quibi is the first entertainment platform that fits perfectly into any moment of your day.,Private Equity Round
Amunix,73,3/4/2020,Biotechnology,Mountain View,California,Omega Funds,"Amunix Pharmaceuticals, based in Mountain View, CA, is focused on developing prodrugs to bring the promise of potent immune-activating biotherapeutics to patients with solid tumor cancers.",A
Gretel.ai,3.5,3/4/2020,Software,San Diego,California,Moonshots Capital,"We enable developers to safely and quickly experiment, collaborate, and build with customer data.",Seed
Culture Biosciences,15,3/4/2020,Software,San Francisco,California,Cultivian Sandbox Ventures,"Culture Biosciences is a biotechnology company based in South San Francisco, CA, that's building the future of biomanufacturing. Culture's digital biomanufacturing platform enables companies to run, monitor and analyze bioreactor experiments from the cloud.",A
Membrion,6,3/4/2020,Industrial and energy,Seattle,Washington,Bellingham Angels Investors,"A Seattle, WA-based manufacturer of ultra-low cost, high performance ion exchange membranes.",A
David Energy,1.5,3/4/2020,Industrial and energy,Brooklyn,New York,BoxGroup,David Energy has developed a proprietary software platform that utilizes machine-learning to act as the Energy Operating System for buildings and modernize how customers purchase energy. ,Pre-seed
Netlify,53,3/4/2020,Software,San Francisco,California,EQT Ventures,"Netlify is perfecting a unified platform that automates your code to create high-performant, easily-maintainable sites and web-apps.",C
Amunix,73,3/4/2020,Biotechnology,Mountain View,California,Omega Funds,"Amunix Pharmaceuticals, based in Mountain View, CA, is focused on developing prodrugs to bring the promise of potent immune-activating biotherapeutics to patients with solid tumor cancers.",A
Culture Biosciences,15,3/4/2020,Software,San Francisco,California,Cultivian Sandbox Ventures,"Culture Biosciences is a biotechnology company based in South San Francisco, CA, that's building the future of biomanufacturing. Culture's digital biomanufacturing platform enables companies to run, monitor and analyze bioreactor experiments from the cloud.",A
Membrion,6,3/4/2020,Industrial and energy,Seattle,Washington,Bellingham Angel Investors,"A Seattle, WA-based manufacturer of ultra-low cost, high performance ion exchange membranes.",A
Rollbar,11,3/4/2020,Software,San Francisco,California,Bain Capital Llc - Blossom Street Ventures - Cota Capital - Long Light Capital - Patagonia Capital - Runa Capital ,"Rollbar helps engineering teams stay focused, be more productive and deliver error-free experiences. ",
HualHub,30,3/5/2020,Industrial and energy,Boston,Massachusetts,T Rowe Price,HaulHub Technologies is the performance platform for heavy construction. Our mission is to help heavy construction companies run lean with technology.,B
Kinnos Inc.,6,3/5/2020,Biotechnology,Brooklyn,New York,Prolong Ventures,Kinnos is a New York-based company that is raising the standard of infection prevention.,Venture Round
Tesseract Ventures,2,3/5/2020,Business Products and Services,Kansas City,Missouri,UMB Banks,"Tesseract Ventures was founded in 2018 by John Boucard, a veteran inventor, engineer and technologist.",Seed
WorldWatch Plus,2.9,3/5/2020,Software,Atlanta,Georgia,Naples Technology Ventures,"WorldWatch Plus is an AI-powered global risk information exchange platform serving highly-regulated industries, including employment screening, banking, insurance, gaming, and corporate compliance.",A
Zabo,2.5,3/5/2020,Software,Dallas,Texas,Moonshots Capital,Zabo lets users get paid in Bitcoin by allocating a pay between cash and cryptocurrency. Its licensed banking partner will provide FDIC-insured US Dollar bank accounts and be governed and compliant with applicable federal and state money transmission laws and regulations.,Seed
Talespin,15,3/5/2020,Software,Culver City,California,Cornerstone OnDemand,"Talespin creates transformative XR (virtual, augmented, and mixed reality) business solutions.",B
HUNGRY,20,3/6/2020,Consumer Products and Services,Arlington,Virginia,Evolution VC Partners,We at HUNGRY envision a unique and innovative mobile food marketplace. We aim to revolutionize the food industry by creating thousands of jobs that stimulate local economies and food communities across the nation.,B
Akouos,105,3/6/2020,Biotechnology,Boston,Massachusetts,Pivotal bioVenture Partners,Akouos is a new biotechnology company focused on restoring and preserving hearing.,B
AlphaPoint,5.6,3/6/2020,Software,New York City,New York,Galaxy Digital LP,AlphaPoint is a digital currency exchange platform,Venture Round
Empower,20,3/6/2020,Software,San Francisco,California,Defy Ventures,Managing your money can be the easiest thing you do all day. Save more than ever before with Empower.,A
Storyblaster,2.5,3/6/2020,Software,Studio City,California,Act One Ventures,"Storyblaster was founded by three acclaimed creative entrepreneurs who have a unique mix of critical and  commercial success in software creation and delivery, social media marketing, and all aspects of storytelling and story selling",Seed
Banzai,7,3/10/2020,Software,Seattle,Washington,DNX Ventures,"Banzai partners with marketers to drive the right prospects and customers to attend their events. Our cutting-edge technology takes care of the prospecting, list creation, and outreach to invite and confirm event attendees",A
Suki,20,3/8/2020,Software,Redwood City,California,Flare Capital Partners,"Suki is an AI-powered, voice-enabled digital assistant designed for doctors.",B
TFLiving,4.8,3/11/2020,Healthcare services,Pawleys Island,South Carolina,Camber Creek,"TFLiving is the nation’s premier tech-enabled amenities provider designed specifically for residential and commercial communities. The one-stop platform allows for easy and efficient enhancements of properties by offering a comprehensive suite of amenities on-site, including fitness and wellness programs, pet care services, communal events, and more.",Seed
Rivet,8.25,3/10/2020,Software,Salt Lake City,Utah,Menlo Ventures,Rivet provides an intelligent tech platform used by healthcare practices across the country to bring price transparency to patients. ,A
Transparent Health Marketplace,11,3/10/2020,Medical devices and equipment,Philadelphia,Pennsylvania,Ben Franklin Technology Partners,Transparent Health Marketplace is a healthcare technology platform that enables efficient interaction between payors and providers and allows patients to quickly access medical services in the workers’ compensation market.,B
Zeto Inc,7.3,3/10/2020,Medical devices and equipment,Santa Clara,California,Seraph Group,Zeto is a medical technology startup democratizing EEG (Electroencephalography) for healthcare.,A
Mailprotector,5,3/11/2020,Software,Greenville,South Carolina,Ballast Point Ventures,"Mailprotector provides businesses, government agencies and non-profits with a portfolio of cloud-based email security, compliance, encryption and business-class hosting services delivered exclusively through the channel. ",A
Silverback Therapeutics,78.5,3/11/2020,Biotechnology,Bellevue,Washington,U.S. Venture Partner,"Silverback Therapeutics is a privately held biopharmaceutical company advancing a pipeline of therapies that are systemically delivered, but locally active and target fundamental disease pathways.",B
AutoRABIT,12.5,3/12/2020,Software,San Ramon,California,Full In Partners,AutoRABIT offers a suite of products used by DevOps organizations to automate their CI/CD process for cloud-based development platforms. Its Automated Release Management Suite for Salesforce works with customers'? existing tools to integrate and automate across the entire process of releasing software on the Salesforce platform.,A
Overhaul,17.5,3/12/2020,Software,Austin,Texas,Edison Partners,"At Overhaul, we’re committed to protecting your product’s integrity through provision of end-to-end visibility and risk management software solutions that can be adopted by your security operations to improve communication, completely automate the monitoring process and ensure compliance requirements are met, all at a low cost.",Venture Round
Cloudbeds,82,3/11/2020,Software,San Diego,California,Viking Global Investors,"We create browser-based hospitality management software that simplifies the working life of hoteliers. Cloudbeds'? award-winning software is trusted by tens of thousands of hotels, hostels, and groups in over 115 countries. With over 300 integrations, Cloudbeds connects to more marketplaces than any software in this industry.",C
b.well Connected Health,16,3/11/2020,Software,Baltimore,Maryland,UnityPoint Health Ventures,"Our mission is to reduce the prevalence of avoidable chronic disease and make healthcare simple, personal, and affordable.",A
Kaleidoscope Group,3,3/11/2020,Software,Minneapolis,Minnesota,Rally Ventures,"Kaleidoscope Group is a public benefit company that helps visionary organizations and advocates fund the next generation of leaders, artists, entrepreneurs, coaches, doctors and others on journeys to change the world. K",A
Human Interest,40,3/11/2020,Finance,San Francisco,California,Oberndorf Enterprises,"Human Interest offers an easy and affordable 401(k) retirement plan for the modern workforce. We empower all businesses, no matter their size, to safeguard the financial futures of their employees.",C
Naza Beauty,1,3/16/2020,Consumer Products and Services,San Francisco,California,Initialized Capital,"Naza Beauty is a protective styling salon that specializes in coily, kinky, afro-textured hair.",Seed
DisruptOPS,9,3/15/2020,Software,Kansas City,Kansas,Drive Capital,"DisruptOps is building a platform to bring unprecedented insight, control, and expertise into your cloud environment.",A
Ordway,10,3/14/2020,Software,Saint Paul,Minnesota,CRV,"In 1980, Saint Paul resident Sally Ordway Irvine challenged her community to help her create a performing arts venue in which her dream of offering “everything from opera to the Russian circus” could be realized. She set an example by making the first donation to a fund that eventually built Ordway Center for the Performing Arts.",A
Bazooka Tango,2.5,3/18/2020,Software,San Mateo,California,BITKRAFT Esports Ventures ,Bazooka Tango is a mobile gaming company.,Seed
CoreStack,8.5,3/17/2020,Software,Bellevue,Washington,Naya Ventures,CoreStack enables enterprises to continuously and autonomously keep their cloud infrastructure compliant with industry standards and regulations while providing a boost in IT operational efficiencies.,A
Genvid Technologies,6,3/17/2020,Media and entertainment,New York City,New York,Huya.com,Genvid Technologies was founded by video game industry veterans looking to revolutionize the way games are watched.,B
Eureka Therapeutics,45,3/17/2020,Biotechnology,Emeryville,California,Lyell Immunopharma,"Eureka Therapeutics is a privately held biotechnology company located in the San Francisco Bay Area, focused on breakthrough immunotherapies for the treatment of cancer.",E
Sourcegraph,23,3/17/2020,Software,San Francisco,California,Craft Ventures,"Sourcegraph makes code search universal so developers can work on solving problems, not struggle with finding code.",B
RoadRunner Recycling,28.6,3/17/2020,Software,Pittsburgh,Pennsylvania,e.ventures,RoadRunner makes recycling massively more efficient for businesses in the United States. ,C
Spectro Cloud,7.5,3/18/2020,Software,Santa Clara,California,Sierra Ventures,"Spectro Cloud provides an enterprise cloud-native infrastructure platform to manage Kubernetes at scale, whether it is in public cloud, private cloud, bare metal or in any combination. ",Seed
Circle Pharma,45,3/18/2020,Biotechnology,San Francisco,California,The Column Group,Circle Pharma is an early stage biotechnology company applying proprietary,B
zeroNorth,10,3/18/2020,Software,Boston,Massachusetts,Crosslink Capital,ZeroNorth is the security industry’s first provider of orchestrated risk management. Organizations that rely on software as a competitive advantage trust ZeroNorth to manage risks by orchestrating the continuous and comprehensive discovery and remediation of vulnerabilities. ,A
Axis Security,17,3/18/2020,Software,San Mateo,California,TenEleven Ventures,"Axis Security enables any organization to quickly deliver tightly managed global access to employees, partners and other stakeholders through a purpose-built zero-trust cloud security platform. ",A
Deepgram,12,3/18/2020,Software,San Francisco,California,Wing Venture Capital,Deepgram saves businesses time and money by building tailored speech recognition models that increase revenue and maximize productivity.,A
Sight Sciences,30,3/18/2020,Biotechnology,San Francisco,California,D1 Capital Partners,Sight Sciences is a medical device company dedicated to the development of technology-driven solutions that address the underlying physiology of ophthalmic disease.,E
ZincFive,13.1,3/18/2020,Software,Tualatin,Oregon,40 North Ventures ,ZincFive is the world leader in innovation and delivery of nickel-zinc battery-based uninterruptible power solutions for mission critical applications in Data Centers and Intelligent Transportation as well as providing batteries and storage solutions across markets with stationary and motive applications. ,C
Boro,12,3/18/2020,Software,Chicago,Illinois,Lexin,"Boro is a leading consumer financing platform for college students. With its proprietary underwriting system, Boro is revolutionizing the existing consumer financing industry by providing convenient and affordable financial solutions to college students, who are underserved in the current market.",A
E25Bio,2,3/18/2020,Healthcare services,Cambridge,Massachusetts,Khosla Ventures ,E25Bio is developing rapid diagnostic test technology for at-home-use that can detect dangerous infectious diseases such as the acute febrile illnesses in minutes instead of days.,Venture Round
Attestiv,2,3/18/2020,Software,Natick,Massachusetts,Castle Island Ventures,"Attestiv puts authenticity back into photo and media files, utilizing advanced technologies in mobile, AI and blockchain. Attestiv products create new efficiencies, offer unrivaled fraud prevention and maintain interoperability with existing infrastructure.",Seed
Quit Genius,11,3/19/2020,Healthcare services,San Francisco,California,Octopus Ventures,"At Quit Genius, we are inventing a new class of healthcare technology designed to treat addictions and prevent disease.",A
Readyset Surgical,5.5,3/19/2020,Healthcare services,Cincinnati,Ohio,JumpStart,ReadySet simplifies the surgical vendor supply chain. It consolidates logistics and communication through one dashboard accessible by all members of the surgical team to ensure that every patient has the right equipment with the right sterilization parameters at the right time. ,A
HashiCorp,175,3/19/2020,Software,San Francisco,California,Franklin Templeton Investments,"HashiCorp was founded by Mitchell Hashimoto and Armon Dadgar in 2012 with the goal of revolutionizing datacenter management: application development, delivery, and maintenance. ",E
Lumos Diagnostics,15,3/19/2020,Biotechnology,Sarasota,Florida,Planet Innovation,"Lumos Diagnostics delivers custom diagnostic solutions by combining deep market insight with existing platform technologies, assay development capability and regulated manufacturing experience.",A
Around,5.2,3/18/2020,Software,Redwood City,California,Floodgate,Around provides a video calling platform for the workplace built around the laptop and the open office. ,Seed
Rheaply,2.5,3/18/2020,Software,Chicago,Illinois,Hyde Park Angels,Rheaply's Asset Exchange Manager is the first inventory management platform for R&D that enables better resource visibility and utilization. ,A
Honorlock Inc,11.5,3/19/2020,Software,Boca Raton,Florida,Defy.vc,Honorlock provides remote proctoring services for online assessments using webcams and screen-capturing technology.,A
Mya Systems,18.75,3/20/2020,Software,San Francisco,California,Notion,"Mya is the leading conversational AI recruiter. The solution helps hiring teams scale their sourcing efforts, screen and shortlist large applicant pools, automate the scheduling process, provide onboarding and HR support, and deliver a world-class candidate and employee experience.",C
Scopely,200,3/19/2020,Software,Culver City,California,Advance,"Scopely is building a mobile gaming network for the true next generation of play. Founded in 2011, our mission is to entertain players around the world, helping them seize the play with awesome games.",D
Diligent Robotics,10,3/20/2020,Healthcare services,Austin,Texas,DNX Ventures,"We are a human-centered robotics company. Our mission is to make technical advances towards robots and humans working together side by side, with an emphasis on human-centric design. Diligent Robotics is developing a suite of artificial intelligence that enables robots to collaborate with and adapt to humans in everyday environments. ",A
Inbox Health,3.5,3/24/2020,Software,Madison,Connecticut,Healthy Ventures,Inbox Health is creating software that simplifies patient billing and payments to make health care providers more efficient.,Venture Round
iCapital Network,146,3/24/2020,Finance,New York City,New York,Ping An Global Voyager Fund," iCapital Network is an online marketplace that connects qualified investors with private equity fund managers. Its platform enables qualified investors and their advisors to see over 2,000 private equity funds that are currently raising capital including buyout, growth equity, real estate, mezzanine, infrastructure, real assets and venture.",Venture Round
mPower Technology,1.85,3/24/2020,Industrial and energy,Albuquerque,New Mexico,NMA Ventures,"mPower is shaping the future of solar with a revolutionary new technology called DragonSCALEs, a completely flexible, interconnected mesh of miniature solar cells.",A
Regenacy Pharmaceuticals,30,3/26/2020,Biotechnology,Waltham,Massachusetts,Cobro Ventures,"Regenacy Pharmaceuticals is developing a novel, disease-modifying approach to treating peripheral neuropathies that goes beyond pain and symptom management to restore peripheral nerve function.",A
Fritz AI,5,3/26/2020,Software,Boston,Massachusetts,Foundry Group,Fritz AI is the machine learning platform for iOS and Android developers. Our SDK comes with pre-trained ML models baked right in. Or use the end-to-end platform to build and deploy your own custom trained models.,A
3CLogic,9,3/26/2020,Software,Rockville,Maryland,Capital Investment Partners,"3CLogic offers a full suite of cloud based inbound and outbound customer interaction channels such as voice, chat and social media which integrate with our clients' existing CRM software such as Salesforce.com and Microsoft Dynamics.",Venture Round
Plastiq,75,3/26/2020,Finance,San Francisco,California,B Capital Group,Plastiq allows you to pay any invoice or bill with credit card even if the business doesn't accept card. ,D
Espressive,30,3/25/2020,Software,Santa Clara,California,Insight Partners,"Espressive is the pioneer in AI for employee self-service, redefining how employees get help by delivering exceptional employee experiences. ",B
Kallyope,112,3/25/2020,Biotechnology,New York City,New York,Two Sigma Ventures,Kallyope is a platform biotechnology company dedicated to unlocking the therapeutic potential of the gut-brain axis.,C
HighByte,0.625,3/26/2020,Software,Portland,Maine,Maine Technology Institute,"HighByte is a software development company in Portland, Maine building off-the-shelf software that solves data architecture and security challenges faced by industrial companies.",Debt Financing
Dremio,70,3/26/2020,Software,San Francisco,California,Insight Partners ,Dremio is a Big Data analytics platform that develops the Apache Drill open-source software infrastructure for organizations.,C
Helm.ai,13,3/26/2020,Software,Menlo Park,California,Binnacle Partners,fondée en 2016 développe un logiciel analyse les données issues des capteurs du véhicule afin de prendre des décisions de conduite,Seed
Rally Cry,1.2,3/26/2020,Software,Irvine,California,NaHCO3,"Rally Cry is an early-stage gaming technology startup located in Southern California. We’re creating an organized way for people of all ages and skill levels to connect, play, and compete with each other. ",Seed
ReCode Therapeutics,80,3/26/2020,Biotechnology,Dallas,Texas,Colt Ventures,ReCode Therapeutics is a development-stage biopharmaceutical company.,A
ClinOne,3.6,3/24/2020,Biotechnology,Denver,Colorado,The CU Healthcare Innovation Fund,"ClinOne is a suite of technologies created to improve access to mission-critical clinical study details, manage research site workflow, and provide patients with a solution to manage the clinical trial journey. ",A
Pathlight,7,3/26/2020,Software,San Francisco,California,Kleiner Perkins,"Pathlight is the source-of-truth for managing day-to-day team performance for fast-paced, customer-facing teams.",A
ShiraTronics,3,3/27/2020,Medical devices and equipment,Brooklyn Park,Minnesota,Breakout Ventures,"ShiraTronics, Inc., Brooklyn Park, Minnesota, was created to be the world's leading provider of innovative therapy for migraine headaches. The company is focused on developing and clinically testing its neuromodulation technology.",A
Fast,20,3/27/2020,Biotechnology,San Francisco,California,Stripe,"Fast is a platform that enables you to easily and securely access the world, without passwords.",A
Bakkt,300,3/27/2020,Software,Atlanta,Georgia,CMT Digital Ventures,"Bakkt is building an open, seamless global network to enable you to buy, sell, store and spend digital assets simply, safely.",B
Coin Metrics,6,3/27/2020,Software,Cambridge,Massachusetts,Highland Capital Partners,"Coin Metrics is a provider of crypto asset market and network data. Our data empowers our clients and the public to better understand, value, use, and steward open crypto networks.",A
OneThree Biotech,2.5,3/27/2020,Biotechnology,New York City,New York,Meridian Street Capital,At OneThree Biotech we’re combining systems biology with artificial intelligence to uncover new insights and build the next generation of drug discovery.,Seed
Yaguara,7.2,3/27/2020,Software,Denver,Colorado,Foundation Capital,"Yaguara provides eCommerce companies with a connected operations platform that aggregates and aligns disparate data (from Google Ads, Shopify, Klaviyo, among others) with business objectives and their related projects in order to create cross-functional alignment and understanding across the organization. ",Seed
Wicket Labs,1.9,3/27/2020,Software,Seattle,Washington,WestRiver Group,The big-data dept for media companies. We are building an audience insights platform to enable data-driven decisions & improve audience LTV.,Venture Round
Via,200,3/30/2020,Software,New York City,New York,EXOR N.V.,Via transforms transit systems into efficient digital networks.,E
Demand Driven Technologies,3.6,3/30/2020,Software,Atlanta,Georgia,Shawn Welch,"Driven Technologies provide next generation materials, inventory and production control planning and execution applications for global manufacturers and wholesale distributors who need to align inventory to true market demand, compress lead times, improve service levels and increase visibility across the supply chain. ",Seed
ElevateBio,170,3/30/2020,Biotechnology,Cambridge,Massachusetts,Surveyor Capital,"ElevateBio, LLC, is a Cambridge-based creator and operator of a portfolio of innovative cell and gene therapy companies. It begins with an environment where scientific inventors can transform their visions for cell and gene therapies into reality for patients with devastating and life-threatening diseases.",B
Cloud Imperium,17.25,3/30/2020,Media and entertainment,Los Angeles,California,Calder Family Office,"Cloud Imperium Games is a new kind of independent studio dedicated to delivering AAA experiences outside the established publisher system, founded by Chris Roberts, creator of the best selling Wing Commander and Freelancer series, Cloud Imperium is currently developing Star Citizen, a record-shattering crowd funded title that combines classic space sim gameplay with Hollywood-caliber visuals.",Venture Round
Clarke Industrial Engineering,10,3/31/2020,Industrial and energy,Coral Gables,Florida,YBA Kanoo,"Invented over 15 years ago, the shutter valve started life as an embryonic idea that has transformed into what is now the finest high-performance valve in the world. We at Clarke Industrial Engineering are very happy to have received many enthusiastic requests for special applications, as well as more traditional uses, allowing us to transform the industrial and aerospace valve markets.",C
AristaMD,18,3/31/2020,Software,La Jolla,California,Cigna Ventures,AristaMD is a digital health company focused on assisting primary care providers in offering expanded specialty care through high-impact tools and solutions to reduce unnecessary referrals.,B
Orion Labs,29,3/31/2020,Software,San Francisco,California,Dell Technologies Capital,"Orion is a team of artists, engineers, and technologists based in San Francisco, California, dedicated to connecting people through seamless communication. We believe you should be able to communicate with people who aren’t by your side, without yelling or getting distracted by your phone, giving you more time and ability to focus on the moments and people around you.",B
Affinia Therapeutics,60,3/31/2020,Biotechnology,Waltham,Massachusetts,F-Prime Capital,"At Affinia Therapeutics, our purpose is to develop gene therapies that can have a transformative impact on people affected by devastating genetic diseases",A
ModelOp,6,3/31/2020,Software,Chicago,Illinois,Valley Capital Partners,"Deploy, monitor and govern your AI models at scale, with the only enterprise-class solution for ModelOps",A
STRIVR,30,3/31/2020,Software,Menlo Park,California,Franklin Templeton Investments,"STRIVR transforms the way companies train and develop their employees, using virtual reality (VR) to simulate real-world, on-the-job situations for enhanced learning.  Leading Fortune 500 companies and sports teams use STRIVR’s immersive training platform to create highly engaging experiences for fast, consistent and effective training. ",B
Axonius,58,3/31/2020,Software,New York City,New York,Lightspeed Venture Partners,"Axonius delivers a unified, extensible, and open platform that integrates information from networked devices and existing device-specific standalone management solutions, creating a single visibility and control environment. Axonius dramatically improves an organization's security and operational posture, allowing IT and security operations teams to safely enable device adoption and usage at scale.",C
Textio Inc,12,3/31/2020,Software,Seattle,Washington,Upside Partnership,"Founded in Seattle in 2014 by Kieran Snyder and Jensen Harris, Textio is an artificial intelligence platform that predicts the performance of business documents as they're being written. Textio Talent, the first platform application, focuses on job listings, recruiting email, and other talent communication. In a short time, Textio has been widely adopted by enterprises looking to fill roles more quickly with qualified and diverse candidates. ",Venture Round
